1,-1,car,0.999999,413.671021,346.401642,54.901081,62.437252,-1,-1,-1
1,-1,coach,0.999997,760.263550,235.693665,30.909489,54.566093,-1,-1,-1
1,-1,suv,0.990115,495.071503,258.631561,33.204056,49.480930,-1,-1,-1
1,-1,car,0.999989,585.900940,241.392776,23.078434,30.911217,-1,-1,-1
1,-1,person,0.999808,229.407532,316.447723,14.254519,50.856018,-1,-1,-1
2,-1,car,0.999998,412.400116,347.328247,54.889160,63.140610,-1,-1,-1
2,-1,coach,0.999996,760.205383,236.050812,30.731174,54.133141,-1,-1,-1
2,-1,suv,0.970474,494.110626,259.159821,32.987278,48.965485,-1,-1,-1
2,-1,car,0.999987,585.726318,241.486862,23.123184,31.141897,-1,-1,-1
2,-1,person,0.999833,229.444305,316.435944,14.041307,50.557217,-1,-1,-1
3,-1,car,0.999998,411.128937,348.248474,54.867481,63.870235,-1,-1,-1
3,-1,coach,0.999995,760.145020,236.413589,30.547871,53.681309,-1,-1,-1
3,-1,suv,0.950399,493.149689,259.690063,32.773487,48.443157,-1,-1,-1
3,-1,car,0.999985,585.552979,241.579468,23.169399,31.374969,-1,-1,-1
3,-1,person,0.999859,229.484924,316.429138,13.831573,50.248169,-1,-1,-1
4,-1,car,0.999996,409.371277,350.338043,54.847572,65.123825,-1,-1,-1
4,-1,coach,0.999993,760.012329,236.899918,30.188148,53.278793,-1,-1,-1
4,-1,suv,0.949774,491.427429,260.713043,32.707069,48.230148,-1,-1,-1
4,-1,car,0.999970,584.824402,244.302216,22.834505,33.982590,-1,-1,-1
4,-1,person,0.999903,229.547211,316.678864,13.813099,49.860176,-1,-1,-1
5,-1,car,0.999995,405.392273,351.318420,55.831886,66.077217,-1,-1,-1
5,-1,coach,0.999992,760.128540,236.943451,30.121502,53.567142,-1,-1,-1
5,-1,suv,0.970451,490.167908,261.248749,32.895744,47.812710,-1,-1,-1
5,-1,car,0.999977,584.265137,244.509750,23.063986,33.975967,-1,-1,-1
5,-1,person,0.999923,229.696701,316.729065,14.258113,49.906059,-1,-1,-1
6,-1,car,0.999998,402.653900,352.979034,57.276337,66.159981,-1,-1,-1
6,-1,coach,0.999993,760.551086,236.456085,29.832079,53.449867,-1,-1,-1
6,-1,suv,0.993158,488.652283,261.976837,33.105167,47.578781,-1,-1,-1
6,-1,car,0.999983,583.565918,244.637909,23.087488,34.086037,-1,-1,-1
6,-1,person,0.999938,230.422043,316.855957,14.875779,49.805096,-1,-1,-1
7,-1,car,0.999998,400.449127,353.742126,58.054619,66.295921,-1,-1,-1
7,-1,suv,0.996425,487.897278,262.219269,33.173733,47.024529,-1,-1,-1
7,-1,coach,0.999994,761.047791,235.837463,29.714247,53.297443,-1,-1,-1
7,-1,car,0.999986,583.276489,244.647873,22.989857,34.283970,-1,-1,-1
7,-1,person,0.999935,231.125458,316.729279,15.304213,49.771687,-1,-1,-1
8,-1,car,0.999998,399.330994,354.411255,58.428581,66.265785,-1,-1,-1
8,-1,suv,0.998021,487.643463,262.417786,33.189980,47.189270,-1,-1,-1
8,-1,coach,0.999995,761.354431,235.303131,29.488281,52.884670,-1,-1,-1
8,-1,car,0.999985,583.134766,244.564331,22.788673,34.428360,-1,-1,-1
8,-1,person,0.999932,231.705765,316.816925,15.466179,49.601044,-1,-1,-1
9,-1,car,0.999997,398.480316,354.889587,58.594906,66.039169,-1,-1,-1
9,-1,suv,0.999411,485.815430,261.947144,34.858879,47.532047,-1,-1,-1
9,-1,coach,0.999992,761.590576,234.992661,29.454229,52.428642,-1,-1,-1
9,-1,car,0.999977,582.989441,244.401871,23.090797,34.669144,-1,-1,-1
9,-1,person,0.999928,231.916245,316.666443,15.920259,49.907772,-1,-1,-1
10,-1,car,0.999989,397.048126,355.797760,58.384682,65.744720,-1,-1,-1
10,-1,suv,0.999557,485.289917,261.747467,35.081612,47.597866,-1,-1,-1
10,-1,coach,0.999987,761.967896,233.741974,29.178553,52.305584,-1,-1,-1
10,-1,car,0.999958,582.875244,241.547165,23.521526,33.096199,-1,-1,-1
10,-1,person,0.999853,232.504807,315.971222,15.879207,51.293884,-1,-1,-1
11,-1,car,0.999993,391.367096,357.071350,58.716976,66.265816,-1,-1,-1
11,-1,suv,0.999398,484.161163,261.772644,35.046669,47.966618,-1,-1,-1
11,-1,coach,0.999979,762.366394,232.312042,28.755802,51.955460,-1,-1,-1
11,-1,car,0.999970,582.350769,241.420746,24.108961,33.210995,-1,-1,-1
11,-1,person,0.999784,233.205994,315.137329,15.864365,52.443874,-1,-1,-1
12,-1,car,0.999993,388.405365,357.973053,58.876774,67.097458,-1,-1,-1
12,-1,suv,0.999038,482.576019,262.442108,34.509941,48.411640,-1,-1,-1
12,-1,coach,0.999974,762.546265,231.400543,28.401800,51.780407,-1,-1,-1
12,-1,car,0.999970,581.695740,244.169983,24.870367,34.949699,-1,-1,-1
12,-1,person,0.999738,233.766083,314.541748,15.397040,53.190933,-1,-1,-1
13,-1,car,0.999999,386.064270,361.555054,58.558678,66.137070,-1,-1,-1
13,-1,suv,0.998664,481.235870,263.190735,34.145325,48.811066,-1,-1,-1
13,-1,car,0.999986,581.050781,244.361984,25.043846,34.661407,-1,-1,-1
13,-1,coach,0.999971,762.585144,231.430267,28.297920,51.295448,-1,-1,-1
13,-1,person,0.999763,233.942001,314.490723,15.396859,52.781429,-1,-1,-1
14,-1,car,0.999999,384.166382,363.200867,59.164654,66.662315,-1,-1,-1
14,-1,suv,0.996060,479.723724,264.018127,33.847263,48.197491,-1,-1,-1
14,-1,car,0.999990,580.375061,245.019440,24.859194,34.828907,-1,-1,-1
14,-1,coach,0.999960,762.556641,232.223923,28.207333,50.892853,-1,-1,-1
14,-1,person,0.999790,233.744736,314.739105,15.376389,52.079437,-1,-1,-1
15,-1,suv,0.991278,478.324249,264.383118,33.729565,47.871147,-1,-1,-1
15,-1,car,0.999989,378.896942,365.171783,59.309631,65.584267,-1,-1,-1
15,-1,car,0.999976,580.013489,245.697433,24.620594,35.078163,-1,-1,-1
15,-1,coach,0.999930,762.539795,232.638733,27.962034,50.875095,-1,-1,-1
15,-1,person,0.999767,233.608200,314.844269,15.349816,51.143841,-1,-1,-1
16,-1,car,0.999996,375.743469,368.005737,60.265926,66.943481,-1,-1,-1
16,-1,suv,0.990917,476.491364,264.762756,33.462337,47.168633,-1,-1,-1
16,-1,car,0.999995,578.190918,246.336563,23.967133,34.044201,-1,-1,-1
16,-1,coach,0.999914,763.591370,232.642548,28.404976,51.616341,-1,-1,-1
16,-1,person,0.999680,233.606781,315.142303,15.251523,50.374237,-1,-1,-1
17,-1,car,0.999993,372.252319,370.218628,61.936302,69.282005,-1,-1,-1
17,-1,suv,0.994089,475.078674,264.770447,36.431400,48.593273,-1,-1,-1
17,-1,car,0.999996,577.996643,246.432724,23.753977,34.291290,-1,-1,-1
17,-1,coach,0.999948,763.817200,231.382782,28.380836,52.589207,-1,-1,-1
17,-1,person,0.999645,234.130280,315.146851,15.313270,51.812786,-1,-1,-1
18,-1,car,0.999997,577.675659,246.130310,23.674175,34.635956,-1,-1,-1
18,-1,car,0.999991,366.310181,372.803101,62.458405,70.570572,-1,-1,-1
18,-1,suv,0.998683,474.485687,264.690399,36.281029,48.357933,-1,-1,-1
18,-1,coach,0.999971,764.244568,229.564392,28.373281,53.241657,-1,-1,-1
18,-1,person,0.999014,234.873322,314.856812,15.138036,53.818005,-1,-1,-1
19,-1,car,0.999994,364.858795,373.823273,63.809952,71.969193,-1,-1,-1
19,-1,car,0.999997,577.416016,245.747192,23.627441,34.903717,-1,-1,-1
19,-1,suv,0.997959,472.417328,267.664093,38.854519,49.596741,-1,-1,-1
19,-1,coach,0.999978,764.616089,228.107285,28.384024,53.482613,-1,-1,-1
19,-1,person,0.999023,235.336777,310.957092,14.270593,56.820988,-1,-1,-1
20,-1,car,0.999992,362.434967,374.660370,64.230125,72.943420,-1,-1,-1
20,-1,suv,0.999775,471.717529,267.870270,35.271332,50.088127,-1,-1,-1
20,-1,car,0.999998,576.984741,245.490387,23.979652,35.085209,-1,-1,-1
20,-1,coach,0.999973,764.831299,226.899689,28.281204,52.910725,-1,-1,-1
20,-1,person,0.999395,235.678116,310.556946,13.923754,56.526058,-1,-1,-1
21,-1,car,0.999985,359.800781,376.002258,64.894135,73.233070,-1,-1,-1
21,-1,suv,0.999847,470.256073,268.195435,35.028896,51.057560,-1,-1,-1
21,-1,car,0.999997,576.402283,245.596939,23.896532,35.396126,-1,-1,-1
21,-1,coach,0.999971,764.841125,226.775589,28.122849,52.464138,-1,-1,-1
21,-1,person,0.999367,235.708267,310.470703,13.860717,56.528198,-1,-1,-1
22,-1,suv,0.999350,468.094879,269.070465,34.563881,51.137966,-1,-1,-1
22,-1,car,0.999996,575.435547,246.191711,23.838686,35.966728,-1,-1,-1
22,-1,car,0.999976,352.599701,378.601196,65.545288,73.208366,-1,-1,-1
22,-1,coach,0.999974,764.839600,226.750320,28.219902,52.211723,-1,-1,-1
22,-1,person,0.999289,235.786621,310.659821,14.128243,55.843632,-1,-1,-1
23,-1,suv,0.998685,465.487640,269.946777,38.570724,50.095737,-1,-1,-1
23,-1,car,0.999933,349.014862,380.633636,66.860733,74.593948,-1,-1,-1
23,-1,car,0.999996,574.590332,247.435669,23.829473,36.050091,-1,-1,-1
23,-1,coach,0.999979,764.735168,227.494293,28.631329,52.167824,-1,-1,-1
23,-1,person,0.999152,235.812836,311.052429,14.140518,55.526318,-1,-1,-1
24,-1,suv,0.998079,463.846191,271.255615,39.011906,49.033092,-1,-1,-1
24,-1,car,0.999986,345.022705,385.624573,66.606888,76.956589,-1,-1,-1
24,-1,car,0.999997,574.053833,248.570068,24.095821,35.990154,-1,-1,-1
24,-1,coach,0.999978,764.763428,227.854248,28.941828,51.920780,-1,-1,-1
24,-1,person,0.999789,236.041138,314.846832,15.779857,53.150158,-1,-1,-1
