1,0,1,6,0,0,0,0,0,0,0,0
1,1,1,4,0,0,0,0,0,0,0,0
1,2,1,6,0,0,0,0,0,0,0,0
1,3,1,6,0,0,0,0,0,0,0,0
1,4,1,4,0,0,0,0,0,0,0,0
1,5,1,6,0,0,0,0,0,0,0,0
1,6,1,4,0,0,0,0,0,0,0,0
1,7,1,6,0,0,0,0,0,0,0,0
1,8,1,6,0,0,0,0,0,0,0,0
1,9,1,6,0,0,0,0,0,0,0,0
1,10,1,3,0,0,0,0,0,0,0,0
1,11,1,4,0,0,0,0,0,0,0,0
2,0,1,6,701.5,393,77,56,0,0,0,0
2,1,1,4,1600,469.5,62,69,0,0,0,0
2,2,1,6,396,870,292,232,0,0,0,0
2,3,1,6,761,873.5,274,239,0,0,0,0
2,4,1,4,925.5,457.5,51,71,0,0,0,0
2,5,1,6,1231.5,358.5,39,35,0,0,0,0
2,6,1,4,488.5,391.5,29,55,0,0,0,0
2,7,1,6,1195,1004.5,236,115,0,0,0,0
2,8,1,6,912.5,371.5,49,41,0,0,0,0
2,9,1,6,954.5,350.5,53,33,0,0,0,0
2,10,1,3,845.5,386,81,60,0,0,0,0
2,11,1,4,874,398,36,58,0,0,0,0
3,0,1,6,701.5,393,77,56,-0.782943,2.16359e-06,-1.81391,-2.23844e-05
3,1,1,4,1600,469.5,62,69,-0.78292,-0.782948,-1.8139,-1.81398
3,2,1,6,396,870,292,232,2.36741e-05,-0.782943,2.42359e-06,-1.81391
3,3,1,6,761,873.5,274,239,-1.56591,-0.782952,-3.62781,-1.81405
3,4,1,4,925.5,457.5,51,71,5.48053,0.782948,12.6973,1.81422
3,5,1,6,1231.5,358.5,39,35,1.56584,-1.56588,3.62782,-3.62772
3,6,1,4,488.5,391.5,29,55,-1.56589,4.32718e-06,-3.62781,-4.47689e-05
3,7,1,6,1195,1004.5,236,115,-0.782897,8.82301e-06,-1.81391,2.94966e-05
3,8,1,6,912.5,371.5,49,41,2.36744e-05,-0.782937,2.42358e-06,-1.81385
3,9,1,6,954.5,350.5,53,33,-5.67593e-07,1.56589,-4.4219e-06,3.62781
3,10,1,3,845.5,386,81,60,-0.782967,-0.782935,-1.8139,-1.81388
3,11,1,4,874,398,36,58,2.34885,-0.782943,5.44172,-1.81379
4,0,1,6,701,392.5,76,55,-1.47693,2.00668e-05,-2.71023,-9.30852e-06
4,1,1,4,1599,468.5,62,69,0.512522,-1.47689,-0.215596,-2.71015
4,2,1,6,395.5,869,291,232,2.90359e-05,-1.47693,7.32997e-06,-2.71023
4,3,1,6,759.5,873,275,238,-0.964465,-1.4769,-2.92582,-2.71027
4,4,1,4,927.5,457,51,68,10.3384,1.47688,18.9716,2.7106
4,5,1,6,1232,357.5,38,33,2.95382,-2.95388,5.42046,-5.42033
4,6,1,4,487.5,391,27,54,-2.95386,4.01336e-05,-5.42045,-1.8617e-05
4,7,1,6,1194.5,1004,233,116,-1.47688,5.00204e-05,-2.71022,9.45003e-05
4,8,1,6,911.5,370.5,47,41,2.9037e-05,-1.4769,7.32985e-06,-2.71012
4,9,1,6,954.5,351,53,32,-4.2305e-06,2.95386,-1.27716e-05,5.42045
4,10,1,3,845,385.5,78,59,-1.47696,-1.47688,-2.71022,-2.71013
4,11,1,4,874,397,36,58,4.43083,-1.47696,8.13068,-2.71009
5,0,1,6,700.5,392.5,75,55,-4.56057,-3.09504,-5.32654,-2.57681
5,1,1,4,1599,468,62,70,-4.60978,-1.46562,-4.46275,-2.75004
5,2,1,6,395.5,868.5,291,233,3.09488,-1.46556,2.57642,-2.7498
5,3,1,6,759.5,872.5,275,237,0.114104,-4.56113,-2.06004,-5.32749
5,4,1,4,929,457.5,52,67,25.7344,7.65479,32.133,7.90276
5,5,1,6,1232,357,38,32,2.93144,-2.93154,5.50029,-5.5002
5,6,1,4,487,391,26,54,-6.02634,-0.000546647,-8.0767,-0.00100864
5,7,1,6,1194,1004.5,232,117,-4.56055,0.000117532,-5.32656,0.00014926
5,8,1,6,912,370,46,42,3.09493,-7.65532,2.57647,-7.90265
5,9,1,6,953.5,351,53,32,9.28452,9.12138,7.72919,10.6536
5,10,1,3,844.5,385,77,58,-10.7503,-1.46563,-10.4794,-2.75011
5,11,1,4,875.5,396.5,37,59,7.49217,-10.7498,10.8269,-10.4783
6,0,1,6,700,392,76,56,-9.14539,-4.42131,-8.22692,-3.47499
6,1,1,4,1599,468,62,70,-2.7534,-8.72309,-3.50356,-7.14954
6,2,1,6,395.5,868.5,291,233,4.42129,3.27303,3.47468,0.0414954
6,3,1,6,760,872.5,278,235,-6.63265,-13.1449,-6.10052,-10.6253
6,4,1,4,931,458,54,66,71.1707,-6.42858,60.2277,-0.28425
6,5,1,6,1232,357,38,32,1.45059,-5.44954,4.71033,-7.10735
6,6,1,4,486,391,28,54,-13.8695,-3.99911,-12.9792,-2.39801
6,7,1,6,1193.5,1004.5,231,117,-17.143,-3.9994,-13.0211,-2.39794
6,8,1,6,912.5,369.5,45,43,4.42138,-9.56798,3.47478,-9.30445
6,9,1,6,955,352,52,32,17.2626,22.2903,12.8211,18.8521
6,10,1,3,843,385,76,58,-21.9869,-0.725499,-17.5735,-2.35561
6,11,1,4,875.5,396,35,60,10.5962,-17.9869,12.9374,-15.1743
7,0,1,6,699.5,392,75,56,-14.092,-4.12153,-10.8035,-3.48514
7,1,1,4,1599,468,62,70,-24.403,-6.08133,-13.5378,-6.22779
7,2,1,6,396,869.5,292,233,-0.657936,6.14019,1.28944,1.46573
7,3,1,6,759.5,871,279,234,-8.79273,-14.978,-7.31361,-11.9036
7,4,1,4,935.5,457,55,66,98.7346,-10.1236,75.2586,-2.19447
7,5,1,6,1232,356.5,38,31,-5.72982,-4.71621,1.46112,-6.95188
7,6,1,4,485.5,390.5,27,55,-33.6209,-0.888424,-22.5122,-1.10292
7,7,1,6,1192.5,1003.5,231,119,-20.6476,-10.4477,-15.202,-5.49328
7,8,1,6,912.5,369,45,44,-5.43681,-12.5464,-0.905133,-10.9916
7,9,1,6,955.5,353.5,51,33,8.47239,43.4097,9.35951,29.2942
7,10,1,3,842.5,385,75,58,-47.1178,43.4926,-29.8478,17.9316
7,11,1,4,876.5,395,33,60,8.36227,-12.7754,12.2647,-13.3801
8,0,1,6,699,391.5,76,57,-13.1177,2.79187,-10.9074,-1.02701
8,1,1,4,1597.5,467.5,63,69,-32.4316,-2.23104,-17.3659,-4.98511
8,2,1,6,396,869,294,234,1.29611,7.32502,2.00122,2.1159
8,3,1,6,759,871,278,234,-12.8862,4.6526,-9.14383,-5.03172
8,4,1,4,939.5,457.5,55,67,126.07,-0.607296,88.8137,1.04194
8,5,1,6,1232,356.5,38,31,-16.0251,3.71887,-2.59565,-3.94217
8,6,1,4,483.5,390.5,27,55,-42.7083,1.37616,-27.0451,-0.281793
8,7,1,6,1191.5,1003.5,231,121,-6.27877,-23.2389,-10.4949,-10.6475
8,8,1,6,912,368.5,44,45,-21.9375,-4.85992,-7.28217,-8.52323
8,9,1,6,956,355.5,50,33,-5.66386,61.7746,4.33385,37.6374
8,10,1,3,839.5,388,69,60,-2.10923,79.8141,-14.5186,33.0154
8,11,1,4,876.5,394.5,33,61,8.02119,11.6109,12.4152,-4.6498
8,12,1,4,874.5,999.5,85,147,2.64284,-2.93604,7.72909,-10.0162
9,0,1,6,699,392,76,56,-20.1954,7.30865,-13.665,0.546453
9,1,1,4,1596.5,467.5,63,69,-36.2502,2.05358,-19.6988,-3.65563
9,2,1,6,395.5,870,293,234,7.66912,1.16433,4.13374,0.340371
9,3,1,6,758,871.5,278,233,-17.665,6.29788,-11.1401,-4.33606
9,4,1,4,944,458,56,68,136.762,16.6574,96.5211,6.68325
9,5,1,6,1231,356.5,38,31,-27.1124,-1.72115,-6.7646,-5.60122
9,6,1,4,482.5,391,27,56,-43.2741,8.84978,-28.6542,2.21514
9,7,1,6,1191.5,1002.5,233,121,-5.56853,-26.5685,-10.4713,-12.5193
9,8,1,6,911.5,369,43,44,-22.8001,-2.89261,-8.29618,-8.03959
9,9,1,6,955,357,50,34,-15.7955,51.5728,0.823633,36.3536
9,10,1,3,841,390.5,70,59,24.4234,82.1249,-5.89057,36.4283
9,11,1,4,876.5,395.5,33,61,-3.17525,39.9846,9.01186,5.03761
9,12,1,4,875.5,999,85,158,36.6029,-38.9322,50.4011,-55.25
10,0,1,6,698,392,76,56,-18.5309,9.717,-13.8334,1.52016
10,1,1,4,1596,467.5,64,69,-30.1187,6.11078,-19.0478,-2.35714
10,2,1,6,396,869.5,294,235,9.63931,-2.58106,4.98686,-0.756394
10,3,1,6,758,871,278,232,-15.7287,9.10106,-11.1417,-3.27471
10,4,1,4,947.5,458,55,68,102.031,23.9113,90.5477,9.43979
10,5,1,6,1231,356.5,38,31,-30.7213,-2.52305,-8.76276,-5.90149
10,6,1,4,482,391,26,56,-31.439,12.2778,-26.5077,3.55024
10,7,1,6,1192,1002,236,122,-0.707608,-23.1985,-9.18285,-12.3871
10,8,1,6,911,369,42,44,-19.7819,1.67004,-8.14096,-6.75242
10,9,1,6,955,358,48,34,-22.0673,30.1738,-1.60469,31.5843
10,10,1,3,842,391.5,72,59,42.434,68.0088,0.385336,34.8804
10,11,1,4,876.5,397,33,60,-13.5462,54.4309,5.76096,10.7499
10,12,1,4,882,992,82,166,56.1147,-55.9567,67.8645,-70.72
11,0,1,6,697,392,76,56,-24.5699,10.4344,-16.2225,2.0543
11,1,1,4,1595.5,467.5,65,69,-18.3839,2.96171,-16.6095,-3.07708
11,2,1,6,397,869.5,294,235,8.60768,15.0649,5.00549,4.33614
11,3,1,6,758,871,278,232,3.163,5.63772,-6.12441,-3.98187
11,4,1,4,949.5,459,55,68,120.878,36.9393,99.477,14.0582
11,5,1,6,1230,355.5,38,31,-28.9931,-0.42956,-9.27988,-5.37137
11,6,1,4,481,391,26,56,-26.1932,25.6689,-26.017,7.8877
11,7,1,6,1191,1001,238,122,38.461,-28.8883,2.28314,-14.833
11,8,1,6,911,369,42,44,-21.0243,-5.77791,-9.16472,-8.88317
11,9,1,6,955,358,48,34,-31.4383,10.7869,-5.08903,26.9023
11,10,1,3,842.5,392.5,73,59,26.6094,57.8428,-2.84207,34.163
11,11,1,4,876.5,398,33,60,-8.98745,71.0021,6.6466,17.4258
11,12,1,4,886,989,82,170,78.7076,-68.1739,83.2784,-79.9095
12,0,1,6,697,392.5,76,55,-27.4075,9.95979,-17.8723,2.26194
12,1,1,4,1594.5,467.5,65,69,-4.80992,8.8866,-13.2481,-1.24323
12,2,1,6,396.5,869.5,293,235,-6.82674,3.92449,0.773596,1.57642
12,3,1,6,758,871,276,232,9.89592,-7.34061,-4.04768,-7.5949
12,4,1,4,953,459.5,56,69,152.803,44.5794,112.853,17.5245
12,5,1,6,1230.5,356,37,32,-17.7238,-28.8276,-6.94685,-13.7011
12,6,1,4,480.5,392,25,56,-18.5995,4.28912,-24.6667,2.48249
12,7,1,6,1192.5,1001,239,122,59.2631,-32.1228,9.65561,-16.7473
12,8,1,6,910,368.5,42,43,-17.8243,6.58686,-8.92869,-5.45972
12,9,1,6,954.5,359,47,34,-21.7498,-11.4079,-3.30032,20.7646
12,10,1,3,842.5,393.5,73,59,12.6524,31.3211,-6.04132,28.3248
12,11,1,4,877.5,399,33,60,-28.3796,66.4443,0.669452,18.4573
12,12,1,4,889.5,985,83,176,99.3699,-54.9259,95.3909,-76.0992
13,0,1,6,696.5,393,77,54,-9.59638,14.8523,-13.4738,4.0523
13,1,1,4,1594.5,467.5,65,69,26.105,6.54475,-4.18828,-1.64358
13,2,1,6,396,869.5,294,235,-9.45511,21.4928,-0.237938,6.94578
13,3,1,6,758.5,870.5,277,231,21.2504,-5.25294,-0.331401,-7.21878
13,4,1,4,957.5,460.5,57,69,197.277,41.6391,131.211,18.1282
13,5,1,6,1230,354.5,38,33,3.32889,-38.7044,-1.25876,-17.6086
13,6,1,4,479.5,392,25,56,-4.50635,3.804,-21.0835,2.47719
13,7,1,6,1193.5,1000,241,122,72.716,-33.1805,15.6433,-18.144
13,8,1,6,910,368.5,42,43,-12.4782,21.5698,-7.92842,-0.775162
13,9,1,6,954.5,358.5,47,35,-9.09251,-31.8523,-0.250271,14.2859
13,10,1,3,841.5,393,73,60,31.7724,5.47133,0.0829771,21.6556
13,11,1,4,876.5,399.5,33,59,-39.1773,62.5693,-3.49686,19.5132
13,12,1,4,894,983.5,84,181,109.776,-68.4586,102.61,-83.017
14,0,1,6,696.5,393,77,54,4.97545,4.67282,-9.31103,1.41542
14,1,1,4,1595.5,467.5,65,69,32.9142,11.5467,-1.22344,0.114985
14,2,1,6,396,870,294,236,-10.7684,11.359,-0.95709,4.54423
14,3,1,6,758,870.5,278,231,21.8025,-7.06577,0.54675,-7.95628
14,4,1,4,963.5,461,59,68,199.906,21.9983,138.596,13.4769
14,5,1,6,1231,353.5,38,33,20.6771,-42.9958,4.18895,-20.2184
14,6,1,4,480,392,26,56,5.30425,-14.2917,-18.2157,-2.96674
14,7,1,6,1194.5,999.5,245,123,68.3873,-38.2044,16.7356,-20.8079
14,8,1,6,909.5,369,43,42,-6.64497,18.5941,-6.54992,-0.972227
14,9,1,6,955,358.5,46,35,-7.87527,-48.1338,-0.17886,8.21529
14,10,1,3,842,392.5,74,59,31.7724,5.47133,1.14206,21.838
14,11,1,4,875.5,399.5,33,59,-54.8976,30.6329,-9.63863,11.7744
14,12,1,4,897.5,980,89,186,92.8524,-115.38,100.722,-100.682
15,0,1,6,696.5,393,77,54,15.8879,9.08568,-5.65805,2.98109
15,1,1,4,1596.5,467.5,65,69,52.3761,19.3049,6.09281,2.98174
15,2,1,6,396,870,294,236,-11.1365,19.868,-1.43364,7.64179
15,3,1,6,758.5,869.5,279,231,47.6321,15.2877,9.52739,-1.05043
15,4,1,4,968.5,461,59,68,200.066,22.4091,145.31,14.3456
15,5,1,6,1232,352.5,38,33,33.5748,-33.187,8.99968,-18.5156
15,6,1,4,479.5,391,27,56,-34.7022,-17.7202,-30.8231,-4.54416
15,7,1,6,1195,998.5,250,123,65.4986,-33.7262,18.092,-20.6589
15,8,1,6,909.5,368.5,43,43,-1.30876,27.6412,-5.06621,2.53779
15,9,1,6,955,358.5,46,35,3.12068,-44.1415,3.07242,7.88579
15,11,1,4,874.5,399.5,33,59,-34.1944,40.5503,-4.85276,15.9656
15,12,1,4,901,975,90,190,84.7762,-131.902,101.368,-109.537
16,0,1,6,696.5,392.5,77,53,23.4235,10.5023,-2.61817,3.75584
16,1,1,4,1597,468.5,64,69,60.8058,22.4941,10.6468,4.68977
16,2,1,6,395.5,871,295,236,-10.8877,22.0132,-1.72197,9.01882
16,3,1,6,760,870.5,280,231,58.3738,27.4622,14.6934,3.51401
16,4,1,4,973,461.5,58,67,155.171,18.1843,137.023,13.6888
16,5,1,6,1232.5,352.5,37,33,37.6251,-22.2569,11.4681,-15.9797
16,6,1,4,477,390.5,28,57,-41.7233,-18.1276,-34.3188,-5.27307
16,7,1,6,1195.5,998,253,124,58.3669,-24.9541,17.8996,-18.8647
16,8,1,6,910.5,369.5,43,43,3.08786,31.6507,-3.6452,4.79389
16,9,1,6,955,358.5,46,35,7.9981,-44.4673,4.80122,6.30471
16,11,1,4,875.5,400,33,58,-21.7185,40.8649,-1.83653,17.4227
16,12,1,4,904,971,90,192,36.3419,-93.979,89.9864,-102.809
17,0,1,6,697,393.5,78,53,19.852,10.2168,-3.07918,4.0068
17,1,1,4,1598,468.5,64,69,62.3553,14.5735,13.2124,2.68721
17,2,1,6,395.5,871,295,236,-14.4378,12.3404,-3.31927,6.39353
17,3,1,6,760.5,871,281,232,47.5514,20.4994,12.8763,2.00489
17,4,1,4,976,461.5,58,67,143.114,12.1312,138.004,12.1935
17,5,1,6,1233.5,352.5,37,33,32.4453,-16.1497,10.9213,-14.5989
17,6,1,4,475.5,390.5,29,57,-48.4372,-12.7185,-38.0439,-3.9968
17,7,1,6,1196,997.5,256,125,58.3669,-24.9541,19.8451,-19.6965
17,8,1,6,910.5,369,43,42,6.44822,24.1391,-2.37391,3.2362
17,9,1,6,955.5,359,45,36,9.27195,-54.7143,5.51073,1.25824
17,10,1,3,829,393,60,60,-176.476,-44.5935,-76.7703,3.27306
17,11,1,4,876.5,400.5,33,57,-22.8676,32.0329,-2.95997,15.7118
17,12,1,4,905,968.5,90,193,3.05751,-61.0923,81.4527,-96.3103
18,0,1,6,697,393,78,52,11.2456,9.06876,-5.53979,3.93113
18,1,1,4,1598.5,468.5,63,69,56.1995,17.0552,13.0576,4.07326
18,2,1,6,396,871,294,236,-19.2551,12.9556,-5.54821,7.02994
18,3,1,6,761,871,282,232,38.5021,23.6679,11.1783,3.83341
18,4,1,4,980,461.5,58,67,132.126,9.55592,138.788,11.6685
18,5,1,6,1233.5,352.5,37,33,30.6528,-5.50522,11.3525,-11.2748
18,6,1,4,474,390.5,30,57,-50.0772,-1.3672,-40.2534,-0.304822
18,8,1,6,910.5,369.5,43,43,12.574,15.5555,0.0634418,0.927022
18,9,1,6,956.5,358,45,36,4.87647,-56.8565,4.22515,-1.34546
18,10,1,3,826,392,56,60,-172.495,-38.693,-81.1825,3.97207
18,11,1,4,875.5,400.5,33,57,-7.88228,34.5239,1.71442,17.6863
18,12,1,4,907,966.5,90,197,67.2699,-40.6668,100.706,-92.2373
19,0,1,6,696,393,78,52,7.7362,7.56652,-6.49168,3.66584
19,1,1,4,1598.5,468.5,63,69,53.2422,14.1988,13.8129,3.56306
19,2,1,6,395,871,294,236,-17.3548,8.41293,-5.47161,5.74462
19,3,1,6,761,871.5,284,231,34.3684,24.5714,10.8989,4.96527
19,4,1,4,984.5,462.5,57,67,111.951,5.55562,135.565,10.4797
19,5,1,6,1233.5,352.5,37,33,23.8295,-0.475262,9.79473,-9.55762
19,6,1,4,472,391.5,30,57,-38.7418,4.95182,-37.6374,2.0384
19,8,1,6,910,369,42,42,15.9313,10.6257,1.75181,-0.418192
19,9,1,6,956,358,46,36,1.52188,-61.0608,3.11949,-4.83235
19,10,1,3,824,392.5,52,59,-159.261,-33.1296,-81.8744,4.8104
19,11,1,4,877,401,32,56,6.63012,31.9731,6.9381,17.8724
19,12,1,4,912.5,963.5,85,197,69.3558,10.5252,103.59,-77.8285
19,13,1,4,1813,982,78,168,-0.978614,-3.719,-3.3388,-11.8305
20,0,1,6,696,393,78,52,18.9535,3.01857,-1.824,2.1281
20,1,1,4,1598.5,468,63,70,45.8689,14.861,12.689,4.29634
20,2,1,6,395,871.5,294,235,-18.1784,7.70203,-6.37383,5.74686
20,3,1,6,761,872,284,232,20.9635,27.0664,6.77473,6.7659
20,4,1,4,987.5,462,55,66,106.466,28.0027,137.14,19.4918
20,5,1,6,1233.5,352.5,37,33,21.0334,1.26991,9.48988,-8.88698
20,6,1,4,471.5,391,31,58,-45.7402,5.11546,-41.68,2.26712
20,8,1,6,911,368,42,42,14.4933,4.96975,1.71752,-2.28661
20,9,1,6,956,358,46,36,-3.95294,-68.4042,1.01785,-9.75301
20,10,1,3,822.5,393.5,49,59,-141.699,-10.4302,-80.2417,12.6767
20,11,1,4,878,402,32,54,10.4227,24.0349,8.65009,15.8227
20,12,1,4,915.5,963.5,81,197,40.073,38.6107,96.5443,-68.4903
20,13,1,4,1812.5,980.5,83,169,-9.66166,-6.58913,-14.2595,-15.5537
21,0,1,6,696,393,78,52,25.7041,0.0345889,1.56034,1.01075
21,1,1,4,1598.5,469,63,70,39.3841,11.8006,11.5738,3.54355
21,2,1,6,394.5,871.5,293,235,-9.49304,3.60072,-3.43832,4.33316
21,3,1,6,760.5,871.5,285,231,12.0777,24.6284,3.85039,6.6796
21,4,1,4,991.5,464.5,55,67,102.943,37.3731,139.253,24.2419
21,5,1,6,1233.5,352.5,37,33,12.3943,-6.84174,6.66836,-12.1519
21,6,1,4,469.5,392,31,58,-39.6466,4.80986,-40.72,2.31395
21,8,1,6,911,368.5,42,41,14.4933,4.96975,2.20063,-2.12095
21,9,1,6,955.5,357,45,36,-4.59706,-70.8754,0.623404,-13.0411
21,10,1,3,820.5,395,47,58,-112.001,-7.566,-72.8385,13.4927
21,11,1,4,878.5,401.5,31,53,19.0741,19.3334,12.5251,14.7068
21,12,1,4,917.5,962.5,77,195,13.2386,70.051,88.9411,-56.722
21,13,1,4,1810.5,979.5,85,171,-16.6706,-48.9737,-20.4163,-51.0576
22,0,1,6,696.5,392.5,79,51,29.4037,-1.87393,3.97703,0.206524
22,1,1,4,1598.5,468,63,70,33.7255,9.43856,10.5006,2.94076
22,2,1,6,395.5,871,293,234,-6.27159,0.499747,-2.39644,3.14586
22,3,1,6,760,872,284,230,6.25767,22.1275,1.79898,6.45049
22,4,1,4,996,466,56,68,78.4599,38.9503,132.361,26.1502
22,5,1,6,1233,351,36,32,6.26451,-9.63282,4.49685,-13.5568
22,6,1,4,469,392,32,58,-29.5237,4.2604,-37.7732,2.24354
22,9,1,6,955.5,356.5,45,37,-5.07466,-70.2225,0.268781,-15.1288
22,10,1,3,819.5,395.5,47,57,-82.6795,-8.06126,-64.2226,13.0255
22,11,1,4,879,402,30,52,19.7055,14.2151,13.4272,13.1938
22,12,1,4,920,962,74,194,-25.7709,102.576,75.8192,-43.0744
22,13,1,4,1809.5,975,85,178,-15.7874,-62.9338,-20.4425,-61.0576
23,0,1,6,697.5,392.5,79,51,28.839,-5.23782,4.71174,-1.317
23,1,1,4,1598.5,468,63,70,28.8042,9.79058,9.48611,3.40824
23,2,1,6,395.5,871,293,234,-6.18926,-4.0026,-2.56974,1.20893
23,3,1,6,759.5,872.5,283,229,9.09974,21.8653,3.24268,7.0705
23,4,1,4,998.5,466.5,57,69,70.7901,40.4692,131.643,28.1109
23,5,1,6,1233,350,36,32,1.94018,-9.31836,2.82641,-13.7413
23,6,1,4,468,392,32,58,-20.1367,3.60782,-34.678,2.10386
23,7,1,6,1197.5,989,241,144,16.6353,-59.0022,10.6761,-42.4108
23,9,1,6,955.5,355.5,45,37,-7.59537,-67.6218,-0.995797,-16.3409
23,10,1,3,820,396,46,56,-57.7235,-14.7398,-56.1606,9.8543
23,11,1,4,880,402.5,30,51,13.7278,7.0201,11.4862,10.539
23,12,1,4,920.5,962,71,192,-47.0815,78.7949,67.2288,-48.2806
23,13,1,4,1808.5,972,85,182,-37.411,-75.8639,-30.8992,-69.0908
24,0,1,6,697.5,392.5,79,51,29.8719,-5.10949,6.13402,-1.43453
24,1,1,4,1598.5,469,63,70,26.5362,7.54259,9.43397,2.73212
24,2,1,6,395,870.5,292,233,-5.79471,-6.92193,-2.59993,-0.227423
